question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
How clean is Hords Road?;"MATCH (var1) WHERE var1.name=""Hords Road""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (station:STATION {name: ""Hords Road""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";4.237889766693115;"[{""Station"": ""Hords Road"", ""Cleanliness"": ""dirty""}]";False;False;0.0151343345642089;"Hords Road is currently not in the best condition in terms of cleanliness; it's dirty.";1.9661893844604488;Correct
What architectural style is Ping Palace?;"MATCH (var1) WHERE var1.name=""Ping Palace""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (s:STATION {name: ""Ping Palace""})
RETURN s.architecture AS ArchitecturalStyle
";4.403998851776123;"[{""ArchitecturalStyle"": ""new""}]";False;False;0.0075063705444335;Ping Palace features a new architectural style.;1.2434101104736328;Correct
Which lines is Smoiand Estate on?;"MATCH (var1) WHERE var1.name=""Smoiand Estate""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Cyan Troll', 'Green Criengs'];"MATCH (:STATION {name: ""Smoiand Estate""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";1.98998498916626;"[{""LineName"": ""Green Criengs""}, {""LineName"": ""Cyan Troll""}]";False;False;0.0030052661895751;Smoiand Estate is on the Green Criengs and Cyan Troll lines.;1.6170921325683594;Correct
How many lines is Kniaongs Hospital on?;"MATCH (var1) WHERE var1.name=""Kniaongs Hospital""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Kniaongs Hospital""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";4.745973825454712;"[{""NumberOfLines"": 1}]";False;False;0.0083885192871093;Kniaongs Hospital is on one line.;1.0107738971710205;Correct
What architectural style is Klioc Palace?;"MATCH (var1) WHERE var1.name=""Klioc Palace""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;concrete;"MATCH (s:STATION {name: ""Klioc Palace""})
RETURN s.architecture AS ArchitecturalStyle
";2.0101840496063232;"[{""ArchitecturalStyle"": ""concrete""}]";False;False;0.0075743198394775;Klioc Palace is designed in a concrete architectural style.;0.8206751346588135;Correct
Can you get rail connections at Schmeelly Court?;"MATCH (var1) WHERE var1.name=""Schmeelly Court""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Schmeelly Court""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.762362003326416;"[{""Station"": ""Schmeelly Court"", ""ConnectedStation"": ""Flegy Boulevard"", ""HasRail"": false}]";False;False;0.0030000209808349;No, you cannot get rail connections at Schmeelly Court.;1.243204116821289;Correct
How big is Truick Grove?;"MATCH (var1) WHERE var1.name=""Truick Grove""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (s:STATION {name: ""Truick Grove""})
RETURN s.size AS Size
";1.5516149997711182;"[{""Size"": ""massive""}]";False;False;0.0085120201110839;Truick Grove is massive in size.;3.265467405319214;Correct
Can you get rail connections at Fruirtyneyland?;"MATCH (var1) WHERE var1.name=""Fruirtyneyland""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Fruirtyneyland""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.043489933013916;"[{""Station"": ""Fruirtyneyland"", ""ConnectedStation"": ""Diocs Estate"", ""HasRail"": true}, {""Station"": ""Fruirtyneyland"", ""ConnectedStation"": ""Pfuantsham"", ""HasRail"": true}]";False;False;0.010509967803955;Yes, you can get rail connections at Fruirtyneyland. It has rail connections to Diocs Estate and Pfuantsham.;2.00427794456482;Correct
Which lines is Rheirst Lane on?;"MATCH (var1) WHERE var1.name=""Rheirst Lane""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Purple Xeiav'];"MATCH (:STATION {name: ""Rheirst Lane""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.456031322479248;"[{""LineName"": ""Purple Xeiav""}]";False;False;0.0073332786560058;Rheirst Lane is on the Purple Xeiav line.;2.1581029891967773;Correct
Does Biacts St have disabled access?;"MATCH (var1) WHERE var1.name=""Biacts St""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (station:STATION {name: ""Biacts St""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";1.9833662509918213;"[{""Station"": ""Biacts St"", ""DisabledAccess"": true}]";False;False;0.0073688030242919;Yes, Biacts St station does have disabled access.;1.9188117980957031;Correct
Can you get rail connections at Friaots Square?;"MATCH (var1) WHERE var1.name=""Friaots Square""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Friaots Square""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";3.0315277576446533;[];False;False;0.0110309123992919;I don't know the answer.;0.8346238136291504;Incorrect
How many lines is Dynieucks St on?;"MATCH (var1) WHERE var1.name=""Dynieucks St""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Dynieucks St""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";3.0285630226135254;"[{""NumberOfLines"": 1}]";False;False;0.0089256763458251;Dynieucks Street consists of just one line.;0.7321770191192627;Correct
Can you get rail connections at Schmoorstington?;"MATCH (var1) WHERE var1.name=""Schmoorstington""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Schmoorstington""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.594832181930542;"[{""Station"": ""Schmoorstington"", ""ConnectedStation"": ""Fleotz St"", ""HasRail"": false}]";False;False;0.0090372562408447;No, you cannot get rail connections at Schmoorstington.;1.4757659435272217;Correct
How many music styles does Green Criengs pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Criengs""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Green Criengs' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";3.2360095977783203;"[{""COUNT(DISTINCT musicStyle)"": 6}]";False;False;0.0115110874176025;Green Criengs passes through six different music styles.;4.359312295913696;Correct
Can you get rail connections at Claass Boulevard?;"MATCH (var1) WHERE var1.name=""Claass Boulevard""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Claass Boulevard""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.055492401123047;"[{""Station"": ""Claass Boulevard"", ""ConnectedStation"": ""Viuth Estate"", ""HasRail"": true}, {""Station"": ""Claass Boulevard"", ""ConnectedStation"": ""Plieurts Court"", ""HasRail"": true}]";False;False;0.0095119476318359;Yes, you can get rail connections at Claass Boulevard. It has rail links to both Viuth Estate and Plieurts Court.;4.127619504928589;Correct
What architectural style is Mcclass Court?;"MATCH (var1) WHERE var1.name=""Mcclass Court""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (station:STATION {name: ""Mcclass Court""})
RETURN station.architecture AS ArchitecturalStyle
";1.826632261276245;"[{""ArchitecturalStyle"": ""new""}]";False;False;0.0085077285766601;McClass Court features a new architectural style.;0.7669782638549805;Correct
How big is Typirdston?;"MATCH (var1) WHERE var1.name=""Typirdston""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Typirdston""})
RETURN s.size AS Size
";1.368717908859253;"[{""Size"": ""medium-sized""}]";False;False;0.0140135288238525;Typirdston is medium-sized.;0.8040118217468262;Correct
What architectural style is Schiirn Hospital?;"MATCH (var1) WHERE var1.name=""Schiirn Hospital""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;art-deco;"MATCH (s:STATION {name: ""Schiirn Hospital""})
RETURN s.architecture AS ArchitecturalStyle
";1.893801212310791;"[{""ArchitecturalStyle"": ""art-deco""}]";False;False;0.0081298351287841;Schiirn Hospital is designed in the art-deco architectural style.;1.4663331508636477;Correct
Describe Mcguierds Crossing station's architectural style.;"MATCH (var1) WHERE var1.name=""Mcguierds Crossing""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;art-deco;"MATCH (station:STATION {name: ""Mcguierds Crossing""})
RETURN station.name AS Station, station.architecture AS ArchitectureStyle
";2.314911365509033;"[{""Station"": ""Mcguierds Crossing"", ""ArchitectureStyle"": ""art-deco""}]";False;False;0.0147233009338378;McGuierds Crossing station boasts an Art Deco architectural style, which is known for its rich colors, bold geometric shapes, and lavish ornamentation. This style often evokes a sense of sophistication and elegance from the early 20th century.;3.779348850250244;Correct
How many sizes of station does Red Briudly pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Red Briudly""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Red Briudly' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";5.169370889663696;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0105135440826416;Red Briudly passes through five different sizes of stations.;1.223332405090332;Correct
How clean is Krep Bridge?;"MATCH (var1) WHERE var1.name=""Krep Bridge""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;rat-infested;"MATCH (station:STATION {name: ""Krep Bridge""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";1.6558866500854492;"[{""Station"": ""Krep Bridge"", ""Cleanliness"": ""rat-infested""}]";False;False;0.0085082054138183;Krep Bridge is currently experiencing issues with cleanliness, as it is described as being rat-infested.;5.9938812255859375;Correct
Can you get rail connections at Psycheact Hospital?;"MATCH (var1) WHERE var1.name=""Psycheact Hospital""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Psycheact Hospital""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.331071853637695;"[{""Station"": ""Psycheact Hospital"", ""ConnectedStation"": ""Friaots Square"", ""HasRail"": false}]";False;False;0.0105814933776855;No, you cannot get rail connections at Psycheact Hospital.;0.9964990615844728;Correct
What architectural style is Trontz Hospital?;"MATCH (var1) WHERE var1.name=""Trontz Hospital""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;art-deco;"MATCH (s:STATION {name: ""Trontz Hospital""})
RETURN s.architecture AS ArchitecturalStyle
";2.589872360229492;"[{""ArchitecturalStyle"": ""art-deco""}]";False;False;0.0076208114624023;Trontz Hospital is designed in the art-deco architectural style.;1.297966718673706;Correct
Does Cziengly Road have rail connections?;"MATCH (var1) WHERE var1.name=""Cziengly Road""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Cziengly Road""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";2.7741072177886963;"[{""Station"": ""Cziengly Road"", ""ConnectedStation"": ""Schnerth Court"", ""HasRail"": true}]";False;False;0.0102655887603759;Yes, Cziengly Road has rail connections. It is connected to Schnerth Court by rail.;1.733798265457153;Correct
Which lines is Sqiirry Estate on?;"MATCH (var1) WHERE var1.name=""Sqiirry Estate""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Olive Hydrieubs'];"MATCH (:STATION {name: ""Sqiirry Estate""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.9524800777435303;"[{""LineName"": ""Olive Hydrieubs""}]";False;False;0.0070829391479492;The Sqiirry Estate is on the Olive Hydrieubs line.;1.7170772552490234;Correct
How many sizes of station does Red Hrouly pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Red Hrouly""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Red Hrouly' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";3.728693246841431;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0230915546417236;Red Hrouly passes through five different sizes of stations.;0.958160161972046;Correct
What is the cleanliness level of Viuth Estate station?;"MATCH (var1) WHERE var1.name=""Viuth Estate""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (station:STATION {name: ""Viuth Estate""})
RETURN station.cleanliness AS CleanlinessLevel
";2.320364475250244;"[{""CleanlinessLevel"": ""dirty""}]";False;False;0.0069997310638427;The cleanliness level of Viuth Estate station is currently dirty.;0.9934742450714112;Correct
How many sizes of station does Purple Hydraf pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Hydraf""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Purple Hydraf' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";3.469562530517578;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0118095874786376;Purple Hydraf passes through five different sizes of stations.;1.7159831523895264;Correct
What architectural style is Greerry On Trent?;"MATCH (var1) WHERE var1.name=""Greerry On Trent""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (station:STATION {name: ""Greerry On Trent""})
RETURN station.architecture AS ArchitecturalStyle
";1.92261004447937;"[{""ArchitecturalStyle"": ""new""}]";False;False;0.00816011428833;Greerry On Trent features a new architectural style.;0.7850213050842285;Correct
How many sizes of station does Red Briudly pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Red Briudly""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Red Briudly'
UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";4.228492498397827;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0115110874176025;Red Briudly passes through five different sizes of stations.;1.1796061992645264;Correct
Does Fruirtyneyland have disabled access?;"MATCH (var1) WHERE var1.name=""Fruirtyneyland""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (station:STATION {name: ""Fruirtyneyland""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";3.6750152111053462;"[{""Station"": ""Fruirtyneyland"", ""DisabledAccess"": true}]";False;False;0.0089199542999267;Yes, Fruirtyneyland is equipped with disabled access.;1.8006582260131836;Correct
Which stations does Purple Hydraf pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Hydraf""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Shroond Court', 'Typirdston', 'Truirr St', 'Mcclass Court', 'Klicswich', 'Slurty Road', 'Plieurts Court', 'Dwuislyneyland', 'Tsoex Boulevard', 'Ghaiockham', 'Fleug Crossing', 'Mckiew Lane', 'Mccouzwich', 'Schwuosk Estate', 'Poiaptwich', 'Wreastton'];"MATCH (:LINE {name: ""Purple Hydraf""})<-[r:EDGE]-(:STATION)-[r2:EDGE]->(s:STATION)
RETURN DISTINCT s.name AS Station
";3.308880090713501;[];False;False;0.0109221935272216;I don't know the answer.;1.3134193420410156;Incorrect
Is there disabled access at Pleiw St?;"MATCH (var1) WHERE var1.name=""Pleiw St""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Pleiw St""})
RETURN s.name AS Station, s.disabled_access AS DisabledAccess
";3.3068723678588867;"[{""Station"": ""Pleiw St"", ""DisabledAccess"": true}]";False;False;0.0165343284606933;Yes, there is disabled access at Pleiw St station.;1.1576595306396484;Correct
How many stations are between Schmiarfington and Griakton?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Schmiarfington"" AND var2.name=""Griakton""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;15;"MATCH path = shortestPath((start:STATION {name: 'Schmiarfington'})-[:EDGE*..50]-(end:STATION {name: 'Griakton'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";3.472908973693848;"[{""stationsBetween"": 15}]";False;False;0.0123169422149658;There are 15 stations between Schmiarfington and Griakton.;0.907090425491333;Correct
How many stations are between Pleiw St and Sceiys Road?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Pleiw St"" AND var2.name=""Sceiys Road""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;6;"MATCH path = shortestPath((start:STATION {name: 'Pleiw St'})-[:EDGE*..50]-(end:STATION {name: 'Sceiys Road'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";4.71146297454834;"[{""stationsBetween"": 6}]";False;False;0.0227138996124267;There are 6 stations between Pleiw Street and Sceiys Road.;1.3497817516326904;Correct
How many sizes of station does Pink Whiel pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Whiel""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_color = 'Pink Whiel'
UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";3.0317187309265137;"[{""COUNT(DISTINCT stationSize)"": 0}]";False;False;0.0237770080566406;Pink Whiel passes through zero distinct sizes of stations.;0.91141676902771;Incorrect
At Mccliiv Boulevard what sort of music plays?;"MATCH (var1) WHERE var1.name=""Mccliiv Boulevard""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;pop;"MATCH (s:STATION {name: ""Mccliiv Boulevard""})
RETURN s.name AS Station, s.music AS MusicType
";3.2981491088867188;"[{""Station"": ""Mccliiv Boulevard"", ""MusicType"": ""pop""}]";False;False;0.009026288986206;At Mccliiv Boulevard, you can enjoy pop music.;0.9561219215393066;Correct
How many architectural styles does Cyan Beohn pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Cyan Beohn""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Cyan Beohn' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";3.4380428791046143;"[{""COUNT(DISTINCT architectureStyle)"": 6}]";False;False;0.0215904712677001;Cyan Beohn passes through six different architectural styles.;0.9480433464050292;Correct
How big is Thruolly Lane?;"MATCH (var1) WHERE var1.name=""Thruolly Lane""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (s:STATION {name: ""Thruolly Lane""})
RETURN s.size AS Size
";2.798261404037476;"[{""Size"": ""large""}]";False;False;0.0085012912750244;Thruolly Lane is large.;0.7527627944946289;Correct
How big is Bliurty Bridge?;"MATCH (var1) WHERE var1.name=""Bliurty Bridge""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (station:STATION {name: ""Bliurty Bridge""})
RETURN station.size AS Size
";2.537360191345215;"[{""Size"": ""small""}]";False;False;0.008085012435913;The Bliurty Bridge is small in size.;1.1989667415618896;Correct
Which lines is Jeod On Trent on?;"MATCH (var1) WHERE var1.name=""Jeod On Trent""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Purple Psycharts'];"MATCH (:STATION {name: ""Jeod On Trent""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS Lines
";1.565948247909546;"[{""Lines"": ""Purple Psycharts""}]";False;False;0.016958475112915;Jeod On Trent is on the Purple Psycharts lines.;1.528167486190796;Correct
What size is Mcdiah Hospital?;"MATCH (var1) WHERE var1.name=""Mcdiah Hospital""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (station:STATION {name: ""Mcdiah Hospital""})
RETURN station.size AS Size
";2.914925575256348;"[{""Size"": ""medium-sized""}]";False;False;0.0080347061157226;Mcdiah Hospital is a medium-sized facility.;1.1562423706054688;Correct
Which stations does Purple Waec pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Waec""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Diocs Estate', 'Mccliiv Boulevard', 'Kwoetts Manor', 'Froam Lane', 'Schnerth Court', 'Mcciays Court', 'Mccaork Estate', 'Hydreurtsington', 'Tousch Lane', 'Schooz Upon Thames', 'Claury On Trent', 'Jeiabs Hospital', 'Fruirtyneyland', 'Thruolly Lane', 'Cziengly Road', 'Hords Road', 'Snuiz Estate', 'Criish Crossing'];"MATCH (:LINE {name: ""Purple Waec""})<-[e:EDGE]-(:STATION)-[e2:EDGE]->(s:STATION)
RETURN DISTINCT s.name AS Station
";2.572067975997925;[];False;False;0.0086081027984619;I don't know the answer.;0.5971581935882568;Incorrect
What size is Sqiirry Estate?;"MATCH (var1) WHERE var1.name=""Sqiirry Estate""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Sqiirry Estate""})
RETURN s.size AS Size
";3.789467096328736;"[{""Size"": ""medium-sized""}]";False;False;0.0080020427703857;Sqiirry Estate is medium-sized.;0.7079200744628906;Correct
How many lines is Ghiigh Way on?;"MATCH (var1) WHERE var1.name=""Ghiigh Way""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Ghiigh Way""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.7498204708099365;"[{""NumberOfLines"": 1}]";False;False;0.0162727832794189;Ghiigh Way is on one line.;0.7053005695343018;Correct
What size is Schwarryington?;"MATCH (var1) WHERE var1.name=""Schwarryington""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (s:STATION {name: ""Schwarryington""})
RETURN s.size AS Size
";1.771107196807861;"[{""Size"": ""large""}]";False;False;0.0079340934753417;Schwarryington is large in size.;1.097712755203247;Correct
Which lines is Kreolly St on?;"MATCH (var1) WHERE var1.name=""Kreolly St""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Orange Dweots'];"MATCH (:STATION {name: ""Kreolly St""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";3.0739641189575195;"[{""LineName"": ""Orange Dweots""}]";False;False;0.0075130462646484;Kreolly Street is on the Orange Dweots line.;1.3084497451782229;Correct
How many music styles does Pink Rhuid pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Rhuid""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Pink Rhuid' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";3.4549567699432373;"[{""COUNT(DISTINCT musicStyle)"": 6}]";False;False;0.0274810791015625;Pink Rhuid passes through six distinct music styles.;0.8955366611480713;Correct
What music plays at Gnoects Upon Thames?;"MATCH (var1) WHERE var1.name=""Gnoects Upon Thames""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;swing;"MATCH (station:STATION {name: ""Gnoects Upon Thames""})
RETURN station.music AS Music
";3.1448419094085693;"[{""Music"": ""swing""}]";False;False;0.0079994201660156;Swing music plays at Gnoects Upon Thames.;1.1820521354675293;Correct
Does Wriott Court have rail connections?;"MATCH (var1) WHERE var1.name=""Wriott Court""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Wriott Court""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";3.647218704223633;"[{""Station"": ""Wriott Court"", ""ConnectedStation"": ""Xaath Way"", ""HasRail"": false}]";False;False;0.0083930492401123;No, Wriott Court does not have rail connections. It is connected to Xaath Way, but not by rail.;2.407541275024414;Correct
